subNo,I,U,I1,I2,I3,I4,U1,U2,U3,U4
358,0.977891581390368,1.04885007619413,1.1700645195329,1.17293370120121,0.815714774252282,0.731834727581724,1.57061367730473,1.25894331379782,0.692997832193789,0.689111652346842
359,1.40062571014435,1.63648870348017,1.65579403961574,1.51623985577086,1.38049944903943,1.02953027622812,2.00346524815934,1.6541596846828,1.69189170864567,1.01952773717685
360,1.99674933463254,2.00034337354644,1.99674933476781,1.9037706075541,1.99674933474387,2.00325068323829,2.00325068312485,2.00325068326287,1.99674933491777,1.97044113615207
361,1.77258769461382,1.83356139354933,2.06760949177826,1.77396172685931,1.69494968561466,1.56720810340235,1.83410371663373,1.90574447602401,1.80313585612634,1.79686436012537
362,1.46801751680454,1.61096652392571,1.64912635294537,1.720465988579,1.4889923978873,1.03368938659234,2.2,1.52401345034288,1.72035345146184,1.30914574123359
363,0.515090396333444,0.577046570919553,0.410530614554162,0.604260943888793,0.396307417426909,0.613538591898357,1.44897705033731,0.459559738223506,0.335386669755839,0.2563311218535
364,1.41900956747831,1.78761269452184,1.70093097578114,1.5040273863646,1.4335270991303,1.03328088457794,1.79000401425265,1.80313585608239,1.83410371663373,1.70332932958486
365,1.60221013574881,1.48623709096139,1.71308130526189,1.79619297984743,1.63423910413511,1.30364054638373,1.71308130526189,1.4340913907372,1.50207930966268,1.30023071665205
366,1.65856953261081,1.82229659569819,1.79000401425265,1.72915646242282,1.63928249506161,1.50000526120572,1.83807477719738,1.76712919726755,1.90065340803202,1.79000401425265
367,1.99258027227781,1.92226654787782,2.00325068323569,1.9037706075541,1.90377060755409,1.90377060755409,2.06760949177826,1.83410371663373,1.90574447602401,1.90065340803202
368,1.90377060755413,2.00325068316885,1.9037706075541,1.90377060755409,1.9037706075541,1.9037706075541,2.00325068325485,2.10378246375753,2.00325068321827,1.99674933471181
369,1.23705365282677,1.30137113237608,1.56846636924651,1.43513588504118,1.0337686176357,0.898421952496069,1.56720810340234,1.4340913907372,1.30000058127296,0.900395413039414
370,1.75099328496991,1.88109884804362,1.90065340803202,1.76934844256905,1.76712919726755,1.59700071606032,1.90574447602401,1.79686435999914,1.8454646999264,2.10778859985828
371,1.37662531354025,1.2134615683612,1.55252293493768,1.73858247402523,1.18383809495217,0.995326992520771,1.59413499450175,1.1766083582546,1.10192635016657,1.03185043492059
372,1.4593781709325,1.53968620293568,1.76934844256905,1.5040273863646,1.37245164523911,1.1692850288043,1.90945790947152,1.57148335469132,1.28345335347026,1.44139167260196
373,1.72555993765854,1.70154494898208,1.90574447602401,1.63337417146515,1.682677968079,1.70005678849847,1.98095896154677,1.63423910413511,1.77957494382254,1.50998715518428
374,1.9678618950429,1.88039747165303,1.99674933472562,1.99674933495383,1.97044113615207,1.97044113615207,1.99674933445564,1.9037706075541,1.80313585614921,1.80313585625024
375,1.10084636537706,1.06754649508872,1.43328509588595,1.16800559097578,0.966971084443486,0.833798378179625,1.39210092841572,1.03366993309776,1.03341235925082,0.831480439896136
376,1.87053056998383,1.93573191523346,1.77957494382254,2.12493214523338,2.2,1.4485427875972,1.81459771297069,1.83701128606445,2.2,1.67513853899365
